Card Name,Decks avec carte,Decks totaux analysés,% apparition dans les decks,Quantité totale,Présente comme commander dans X decks,Nombre de commanders concernés
Lunarch Mantle,2,25208,0.01%,2,0,2
Lunarch Veteran,354,25208,1.40%,354,0,4
Lupine Prototype,264,25208,1.05%,264,0,1
Lupinflower Village,4,25208,0.02%,4,0,2
Lurching Rotbeast,1,25208,0.00%,1,0,1
Lure,7,25208,0.03%,7,0,4
Lure of Prey,6,25208,0.02%,6,0,2
Lurking Chupacabra,2,25208,0.01%,2,0,1
Lurking Predators,179,25208,0.71%,179,0,6
Lurking Roper,2,25208,0.01%,2,0,1
Lurrus of the Dream-Den,34,25208,0.13%,34,0,2
Lush Growth,3,25208,0.01%,3,0,2
Lush Oasis,73,25208,0.29%,73,0,3
Lush Portico,508,25208,2.02%,508,0,3
Lust for War,1,25208,0.00%,1,0,1
Lux Artillery,1,25208,0.00%,1,0,1
Lux Cannon,4,25208,0.02%,4,0,3
"Luxior, Giada's Gift",31,25208,0.12%,31,0,5
Luxurious Libation,2,25208,0.01%,2,0,2
Luxury Suite,280,25208,1.11%,280,0,1
Lyev Decree,2,25208,0.01%,2,0,2
Lyev Skyknight,1,25208,0.00%,1,0,1
Lymph Sliver,3,25208,0.01%,3,0,2
Lyra Dawnbringer,14,25208,0.06%,14,0,4
Lys Alana Bowmaster,53,25208,0.21%,53,0,4
Lys Alana Huntmaster,2491,25208,9.88%,2491,0,4
Lys Alana Scarblade,435,25208,1.73%,435,0,2
Lórien Brooch,139,25208,0.55%,139,0,9
Lórien Revealed,1255,25208,4.98%,1256,0,5
"Ma Chao, Western Warrior",9,25208,0.04%,9,0,1
Maalfeld Twins,1,25208,0.00%,1,0,1
Mabel's Mettle,2,25208,0.01%,2,0,1
"Mabel, Heir to Cragflame",4,25208,0.02%,4,0,2
Macabre Reconstruction,4,25208,0.02%,4,0,3
Macabre Waltz,19,25208,0.08%,19,0,4
Mace of the Valiant,20,25208,0.08%,20,0,5
Machine God's Effigy,36,25208,0.14%,36,0,5
Machine Over Matter,1,25208,0.00%,1,0,1
Mad Auntie,7,25208,0.03%,7,0,1
Mad Ratter,3,25208,0.01%,3,0,1
Mad Science Fair Project,1,25208,0.00%,1,0,1
Madame Vastra,2,25208,0.01%,2,0,2
Madblind Mountain,37,25208,0.15%,37,0,2
Madcap Experiment,2,25208,0.01%,2,0,2
Madcap Skills,12,25208,0.05%,12,0,2
Maddening Cacophony,2058,25208,8.16%,2058,0,3
Maddening Hex,3,25208,0.01%,3,0,2
Maelstrom Colossus,2,25208,0.01%,2,0,2
Maelstrom Pulse,175,25208,0.69%,175,0,2
Maelstrom Wanderer,34,25208,0.13%,34,0,1
Maester Seymour,5,25208,0.02%,5,0,2
Maestros Theater,282,25208,1.12%,282,0,9
"Maeve, Insidious Singer",9,25208,0.04%,9,0,3
"Magda, Brazen Outlaw",19,25208,0.08%,19,0,4
"Magda, the Hoardmaster",2,25208,0.01%,2,0,2
Mage Duel,2,25208,0.01%,2,0,2
Mage Hunter,99,25208,0.39%,99,0,3
Mage Hunters'Onslaught,4,25208,0.02%,4,0,3
Mage's Attendant,7,25208,0.03%,7,0,3
Mage's Guile,5,25208,0.02%,5,0,3
Mage-Ring Network,12,25208,0.05%,12,0,6
Magebane Armor,5,25208,0.02%,5,0,4
Magebane Lizard,2,25208,0.01%,2,0,2
Mages'Contest,10,25208,0.04%,10,0,3
Mageta the Lion,11,25208,0.04%,11,0,3
Magewright's Stone,666,25208,2.64%,666,0,5
Magic Missile,6,25208,0.02%,6,0,1
Magical Hack,4,25208,0.02%,4,0,2
Magister of Worth,8,25208,0.03%,8,0,2
Magistrate's Scepter,3,25208,0.01%,3,0,2
Magistrate's Veto,7,25208,0.03%,7,0,1
Magma Jet,13,25208,0.05%,13,0,1
Magma Opus,1,25208,0.00%,1,0,0
Magma Phoenix,1,25208,0.00%,1,0,1
Magma Sliver,4,25208,0.02%,4,0,2
Magma Spray,2,25208,0.01%,2,0,2
Magmakin Artillerist,1,25208,0.00%,1,0,1
Magmaquake,49,25208,0.19%,49,0,3
Magmatic Chasm,23,25208,0.09%,23,0,3
Magmatic Force,5,25208,0.02%,5,0,1
Magmatic Galleon,2,25208,0.01%,2,0,1
Magmatic Insight,11,25208,0.04%,11,0,2
Magmatic Sinkhole,3,25208,0.01%,3,0,2
Magmaw,3,25208,0.01%,3,0,1
Magnanimous Magistrate,6,25208,0.02%,6,0,2
Magnetic Mine,1,25208,0.00%,1,0,1
Magnetic Mountain,4,25208,0.02%,4,0,2
Magnetic Snuffler,1,25208,0.00%,1,0,1
Magnetic Theft,48,25208,0.19%,48,0,3
Magnetic Web,4,25208,0.02%,4,0,1
Magnify,1,25208,0.00%,1,0,1
Magnifying Glass,14,25208,0.06%,14,0,6
Magnigoth Sentry,1,25208,0.00%,1,0,0
Magnivore,1,25208,0.00%,1,0,1
"Magosi, the Waterveil",22,25208,0.09%,22,0,4
Magus of the Abyss,9,25208,0.04%,9,0,2
Magus of the Arena,1,25208,0.00%,1,0,1
Magus of the Balance,41,25208,0.16%,41,0,2
Magus of the Bazaar,2,25208,0.01%,2,0,1
Magus of the Bridge,2,25208,0.01%,2,0,2
Magus of the Candelabra,28,25208,0.11%,28,0,6
Magus of the Coffers,3,25208,0.01%,3,0,2
Magus of the Disk,100,25208,0.40%,100,0,3
Magus of the Future,12,25208,0.05%,12,0,4
Magus of the Jar,1,25208,0.00%,1,0,1
Magus of the Library,10,25208,0.04%,10,0,3
Magus of the Mirror,1,25208,0.00%,1,0,1
Magus of the Moat,1,25208,0.00%,1,0,1
Magus of the Moon,342,25208,1.36%,342,0,4
Magus of the Order,70,25208,0.28%,70,0,6
Magus of the Tabernacle,5,25208,0.02%,5,0,3
Magus of the Vineyard,7,25208,0.03%,7,0,3
Magus of the Wheel,157,25208,0.62%,157,0,3
Magus of the Will,4,25208,0.02%,4,0,3
"Maha, Its Feathers Night",6,25208,0.02%,6,0,3
"Mahadi, Emporium Master",8,25208,0.03%,8,0,1
"Maja, Bretagard Protector",1890,25208,7.50%,1890,0,3
Majestic Auricorn,9,25208,0.04%,9,0,3
Majestic Genesis,5,25208,0.02%,5,0,3
Majestic Metamorphosis,5,25208,0.02%,5,0,2
Majestic Myriarch,3,25208,0.01%,3,0,3
Makari the Lucky Grot,149,25208,0.59%,149,0,1
Make Disappear,25,25208,0.10%,25,0,5
Make Obsolete,1,25208,0.00%,1,0,1
Make Your Move,25,25208,0.10%,25,0,5
Make Your Own Luck,4,25208,0.02%,4,0,2
Make a Stand,138,25208,0.55%,138,0,6
Make an Example,25,25208,0.10%,25,0,3
Makeshift Battalion,7,25208,0.03%,7,0,2
Makeshift Binding,3,25208,0.01%,3,0,2
Makeshift Mauler,8,25208,0.03%,8,0,1
Makeshift Munitions,34,25208,0.13%,34,0,2
Makindi Ox,4,25208,0.02%,4,0,2
Makindi Patrol,3,25208,0.01%,3,0,1
Makindi Sliderunner,2,25208,0.01%,2,0,1
Makindi Stampede,39,25208,0.15%,39,0,6
Malachite Talisman,11,25208,0.04%,11,0,3
Malakir Blood-Priest,14,25208,0.06%,14,0,2
Malakir Cullblade,3,25208,0.01%,3,0,1
Malakir Familiar,1,25208,0.00%,1,0,1
Malakir Rebirth,1116,25208,4.43%,1116,0,5
Malamet Battle Glyph,3,25208,0.01%,3,0,1
Malamet Brawler,2,25208,0.01%,2,0,1
Malamet Scythe,1,25208,0.00%,1,0,1
Malamet War Scribe,1,25208,0.00%,1,0,1
Malanthrope,13,25208,0.05%,13,0,2
Malboro,1,25208,0.00%,1,0,1
Malcator's Watcher,49,25208,0.19%,49,0,2
"Malcator, Purity Overseer",4,25208,0.02%,4,0,1
Malcolm's Mercurial Mirth,4,25208,0.02%,4,0,1
"Malcolm, Alluring Scoundrel",82,25208,0.33%,82,0,4
"Malcolm, Keen-Eyed Navigator",6,25208,0.02%,6,0,3
"Malcolm, the Eyes",1,25208,0.00%,1,0,0
Malefic Scythe,7,25208,0.03%,7,0,4
Malevolent Awakening,3,25208,0.01%,3,0,1
Malevolent Hermit,91,25208,0.36%,91,0,5
Malevolent Rumble,19,25208,0.08%,19,0,6
Malevolent Whispers,4,25208,0.02%,4,0,1
Malevolent Witchkite,2,25208,0.01%,2,0,1
Malfegor,1,25208,0.00%,1,0,1
Malicious Affliction,27,25208,0.11%,27,0,3
Malicious Eclipse,2,25208,0.01%,2,0,1
Malicious Malfunction,2,25208,0.01%,2,0,2
Malignus,10,25208,0.04%,10,0,3
"Malik, Grim Manipulator",1,25208,0.00%,1,0,1
Malleable Impostor,20,25208,0.08%,20,0,4
Mammoth Growth,2,25208,0.01%,2,0,2
Mammoth Umbra,4,25208,0.02%,4,0,2
Man-o'-War,14,25208,0.06%,14,0,3
Mana Bloom,5,25208,0.02%,5,0,3
Mana Breach,49,25208,0.19%,49,0,4
Mana Cache,2,25208,0.01%,2,0,1
Mana Chains,3,25208,0.01%,3,0,1
Mana Clash,9,25208,0.04%,9,0,3
Mana Confluence,1266,25208,5.02%,1266,0,12
Mana Crypt,1679,25208,6.66%,1680,0,12
Mana Cylix,5,25208,0.02%,5,0,4
Mana Drain,2403,25208,9.53%,2403,0,5
Mana Echoes,822,25208,3.26%,822,0,4
Mana Flare,30,25208,0.12%,30,0,4
Mana Geode,30,25208,0.12%,30,0,9
Mana Geyser,201,25208,0.80%,201,0,3
Mana Leak,357,25208,1.42%,357,0,5
Mana Maze,4,25208,0.02%,4,0,3
Mana Reflection,120,25208,0.48%,120,0,6
Mana Severance,8,25208,0.03%,8,0,2
Mana Short,31,25208,0.12%,31,0,3
Mana Tithe,151,25208,0.60%,151,0,6
Mana Vapors,5,25208,0.02%,5,0,1
Mana Vault,1182,25208,4.69%,1182,0,12
Mana Vortex,6,25208,0.02%,6,0,3
Mana Web,33,25208,0.13%,33,0,6
Manabarbs,12,25208,0.05%,12,0,2
Manabond,18,25208,0.07%,18,0,3
Manaforce Mace,1,25208,0.00%,1,0,1
Manaform Hellkite,2,25208,0.01%,2,0,1
Managorger Hydra,140,25208,0.56%,140,0,4
Manakin,4,25208,0.02%,4,0,4
Manalith,37,25208,0.15%,37,0,10
Manamorphose,6,25208,0.02%,6,0,1
Manascape Refractor,15,25208,0.06%,15,0,8
Manaweft Sliver,4,25208,0.02%,4,0,1
Mandate of Abaddon,24,25208,0.10%,24,0,4
Mandate of Peace,25,25208,0.10%,25,0,6
Mandible Justiciar,2,25208,0.01%,2,0,2
Mandibular Kite,4,25208,0.02%,4,0,2
Mangara of Corondor,35,25208,0.14%,35,0,5
Mangara's Tome,1,25208,0.00%,1,0,1
"Mangara, the Diplomat",1168,25208,4.63%,1168,0,6
Manglehorn,442,25208,1.75%,442,0,6
Manic Scribe,39,25208,0.15%,39,0,2
Manic Vandal,5,25208,0.02%,5,0,1
Manifest Dread,3,25208,0.01%,3,0,2
Manifestation Sage,5,25208,0.02%,5,0,3
Manifold Insights,14,25208,0.06%,14,0,4
Manifold Key,71,25208,0.28%,71,0,9
Manifold Mouse,1,25208,0.00%,1,0,1
Manipulate Fate,12,25208,0.05%,12,0,4
"Mannichi, the Fevered Dream",1,25208,0.00%,1,0,1
Manor Gargoyle,2,25208,0.01%,2,0,1
Manor Gate,192,25208,0.76%,192,0,6
Manor Skeleton,2,25208,0.01%,2,0,1
Manriki-Gusari,6,25208,0.02%,6,0,1
Manta Ray,17,25208,0.07%,17,0,1
Manticore Eternal,1,25208,0.00%,1,0,1
Mantle of Leadership,1,25208,0.00%,1,0,1
Mantle of Tides,5,25208,0.02%,5,0,2
Mantle of Webs,1,25208,0.00%,1,0,1
Mantle of the Ancients,77,25208,0.31%,77,0,3
Mantle of the Wolf,3,25208,0.01%,3,0,3
Many Partings,110,25208,0.44%,110,0,4
Map the Frontier,20,25208,0.08%,20,0,4
Map the Wastes,12,25208,0.05%,12,0,3
Maraleaf Pixie,21,25208,0.08%,21,0,3
Maralen of the Mornsong,18,25208,0.07%,18,0,3
Marang River Prowler,4,25208,0.02%,4,0,1
Marang River Regent,19,25208,0.08%,19,0,1
Marang River Regent // Coil and Catch,8,25208,0.03%,8,0,1
Marang River Skeleton,2,25208,0.01%,2,0,1
Marauder's Axe,1,25208,0.00%,1,0,1
Marauding Blight-Priest,674,25208,2.67%,674,0,4
Marauding Brinefang,9,25208,0.04%,9,0,1
Marauding Maulhorn,1,25208,0.00%,1,0,1
Marauding Sphinx,2,25208,0.01%,2,0,2
Maraxus of Keld,1,25208,0.00%,1,0,1
Marble Chalice,1,25208,0.00%,1,0,1
Marble Diamond,280,25208,1.11%,280,0,5
March from Velis Vel,9,25208,0.04%,9,0,3
March from the Black Gate,19,25208,0.08%,19,0,2
March of Burgeoning Life,7,25208,0.03%,7,0,4
March of Otherworldly Light,59,25208,0.23%,59,0,6
March of Progress,1,25208,0.00%,1,0,1
March of Reckless Joy,30,25208,0.12%,30,0,2
March of Souls,3,25208,0.01%,3,0,2
March of Swirling Mist,642,25208,2.55%,642,0,5
March of Wretched Sorrow,12,25208,0.05%,12,0,4
March of the Canonized,6,25208,0.02%,6,0,3
March of the Drowned,6,25208,0.02%,6,0,1
March of the Machines,3,25208,0.01%,3,0,1
March of the Multitudes,127,25208,0.50%,127,0,2
March of the Returned,1,25208,0.00%,1,0,1
March of the World Ooze,33,25208,0.13%,33,0,5
Marchesa's Decree,4,25208,0.02%,4,0,3
"Marchesa, the Black Rose",1,25208,0.00%,1,0,1
Marching Duodrone,1,25208,0.00%,1,0,0
"Marcus, Mutant Mayor",17,25208,0.07%,17,0,1
Mardu Ascendancy,85,25208,0.34%,85,0,1
Mardu Banner,149,25208,0.59%,149,0,1
Mardu Blazebringer,3,25208,0.01%,3,0,1
Mardu Charm,44,25208,0.17%,44,0,1
Mardu Devotee,2,25208,0.01%,2,0,1
Mardu Hateblade,10,25208,0.04%,10,0,1
Mardu Heart-Piercer,5,25208,0.02%,5,0,2
Mardu Hordechief,3,25208,0.01%,3,0,1
Mardu Monument,3,25208,0.01%,3,0,1
Mardu Outrider,1,25208,0.00%,1,0,1
Mardu Roughrider,41,25208,0.16%,41,0,1
Mardu Runemark,12,25208,0.05%,12,0,2
Mardu Scout,36,25208,0.14%,36,0,2
Mardu Shadowspear,15,25208,0.06%,15,0,1
Mardu Siegebreaker,4,25208,0.02%,4,0,1
Mardu Skullhunter,1,25208,0.00%,1,0,1
Mardu Strike Leader,28,25208,0.11%,28,0,1
Mardu Warshrieker,29,25208,0.12%,29,0,1
Mardu Woe-Reaper,15,25208,0.06%,15,0,2
"Mari, the Killing Quill",2,25208,0.01%,2,0,2
Marina Vendrell's Grimoire,8,25208,0.03%,8,0,4
Marionette Apprentice,80,25208,0.32%,80,0,2
Marionette Master,7,25208,0.03%,7,0,2
Mariposa Military Base,1,25208,0.00%,1,0,1
Marit Lage's Slumber,13,25208,0.05%,13,0,5
Marjhan,3,25208,0.01%,3,0,1
Mark for Death,2,25208,0.01%,2,0,2
Mark of Asylum,5,25208,0.02%,5,0,3
Mark of Fury,11,25208,0.04%,11,0,2
Mark of Mutiny,37,25208,0.15%,37,0,1
Mark of Sakiko,3,25208,0.01%,3,0,3
Mark of the Vampire,4,25208,0.02%,4,0,2
Marked by Honor,2,25208,0.01%,2,0,2
Market Festival,5,25208,0.02%,5,0,4
Market Gnome,1,25208,0.00%,1,0,1
Marketback Walker,4,25208,0.02%,4,0,2
Markov Blademaster,1,25208,0.00%,1,0,1
Markov Enforcer,1,25208,0.00%,1,0,1
Markov Purifier,187,25208,0.74%,187,0,1
Markov Waltzer,3,25208,0.01%,3,0,1
Markov Warlord,1,25208,0.00%,1,0,1
Maro,1,25208,0.00%,1,0,1
Marrow-Gnawer,1,25208,0.00%,1,0,1
Marsh Casualties,3,25208,0.01%,3,0,3
Marsh Flats,2324,25208,9.22%,2324,0,9
Marsh Flitter,2,25208,0.01%,2,0,1
Marshal of the Lost,2,25208,0.01%,2,0,1
Marshal's Anthem,72,25208,0.29%,72,0,4
Marshaling Cry,2,25208,0.01%,2,0,2
Marshland Bloodcaster,2,25208,0.01%,2,0,1
Martha Jones,4,25208,0.02%,4,0,1
Martial Coup,154,25208,0.61%,154,0,6
Martial Glory,6,25208,0.02%,6,0,2
Martial Impetus,16,25208,0.06%,16,0,2
Martial Law,3,25208,0.01%,3,0,1
Martyr for the Cause,17,25208,0.07%,17,0,2
Martyr of Dusk,2,25208,0.01%,2,0,2
Martyr of Sands,18,25208,0.07%,18,0,3
Martyr's Bond,87,25208,0.35%,87,0,4
Martyr's Cause,50,25208,0.20%,50,0,3
Martyr's Soul,2,25208,0.01%,2,0,1
Martyrdom,3,25208,0.01%,3,0,1
Marut,3,25208,0.01%,3,0,1
"Marvin, Murderous Mimic",454,25208,1.80%,454,0,7
"Marvo, Deep Operative",2,25208,0.01%,2,0,1
Marwyn's Kindred,6,25208,0.02%,6,0,1
"Marwyn, the Nurturer",3880,25208,15.39%,3880,0,4
Masako the Humorless,60,25208,0.24%,60,0,4
Mascot Exhibition,2,25208,0.01%,2,0,1
Mask of Avacyn,131,25208,0.52%,131,0,9
Mask of Griselbrand,179,25208,0.71%,179,0,5
Mask of Immolation,1,25208,0.00%,1,0,1
Mask of Law and Grace,2,25208,0.01%,2,0,1
Mask of Memory,207,25208,0.82%,207,0,11
Mask of Riddles,27,25208,0.11%,27,0,2
Mask of the Mimic,1,25208,0.00%,1,0,1
Mask of the Schemer,5,25208,0.02%,5,0,2
Masked Admirers,200,25208,0.79%,200,0,4
Masked Vandal,406,25208,1.61%,406,0,6
Maskwood Nexus,907,25208,3.60%,907,0,11
Mass Appeal,4,25208,0.02%,4,0,3
Mass Calcify,17,25208,0.07%,17,0,4
Mass Diminish,15,25208,0.06%,15,0,3
Mass Hysteria,592,25208,2.35%,592,0,2
Mass Manipulation,467,25208,1.85%,467,0,5
Mass Mutiny,1,25208,0.00%,1,0,1
Massacre,3,25208,0.01%,3,0,3
Massacre Girl,41,25208,0.16%,41,0,5
"Massacre Girl, Known Killer",4,25208,0.02%,4,0,2
Massacre Wurm,73,25208,0.29%,73,0,5
Massive Might,9,25208,0.04%,9,0,3
Massive Raid,804,25208,3.19%,804,0,1
Master Apothecary,33,25208,0.13%,33,0,1
Master Biomancer,681,25208,2.70%,681,0,2
Master Chef,157,25208,0.62%,157,0,5
Master Decoy,3,25208,0.01%,3,0,2
Master Healer,2,25208,0.01%,2,0,1
Master Splicer,6,25208,0.02%,6,0,3
Master Symmetrist,4,25208,0.02%,4,0,4
Master Thief,5,25208,0.02%,5,0,2
Master Warcraft,55,25208,0.22%,55,0,2
Master of Ceremonies,24,25208,0.10%,24,0,4
Master of Cruelties,5,25208,0.02%,5,0,1
Master of Dark Rites,181,25208,0.72%,181,0,1
Master of Death,30,25208,0.12%,30,0,2
Master of Diversion,2,25208,0.01%,2,0,1
Master of Pearls,2,25208,0.01%,2,0,1
Master of Waves,29,25208,0.12%,29,0,4
Master of the Feast,1,25208,0.00%,1,0,1
Master of the Pearl Trident,41,25208,0.16%,41,0,2
Master of the Wild Hunt,20,25208,0.08%,20,0,4
Master's Guide-Mural,1,25208,0.00%,1,0,1
Master's Rebuke,16,25208,0.06%,16,0,2
Masterful Replication,3,25208,0.01%,3,0,2
Mastermind Plum,3,25208,0.01%,3,0,2
Mastermind's Acquisition,30,25208,0.12%,30,0,5
Masterpiece Vault,1,25208,0.00%,1,0,0
Masterwork of Ingenuity,86,25208,0.34%,86,0,5
Mastery of the Unseen,4,25208,0.02%,4,0,1
Masticore,1,25208,0.00%,1,0,1
"Masumaro, First to Live",2,25208,0.01%,2,0,1
"Mathas, Fiend Seeker",7,25208,0.03%,7,0,1
"Mathise, Surge Channeler",1,25208,0.00%,1,0,1
"Matoya, Archon Elder",1,25208,0.00%,1,0,1
Matter Reshaper,5,25208,0.02%,5,0,2
"Matzalantli, the Great Door",35,25208,0.14%,35,0,7
"Mauhúr, Uruk-hai Captain",82,25208,0.33%,82,0,1
Maul Splicer,2,25208,0.01%,2,0,1
Maul of the Skyclaves,217,25208,0.86%,217,0,5
Maulfist Revolutionary,9,25208,0.04%,9,0,1
Maulfist Squad,1,25208,0.00%,1,0,1
Mausoleum Secrets,26,25208,0.10%,26,0,4
Mausoleum Wanderer,8,25208,0.03%,8,0,2
"Mavinda, Students'Advocate",1,25208,0.00%,1,0,1
"Mavren Fein, Dusk Apostle",4,25208,0.02%,4,0,1
Mawloc,10,25208,0.04%,10,0,1
Maximize Velocity,2,25208,0.01%,2,0,1
Maximum Overdrive,3,25208,0.01%,3,0,2
Mayhem Devil,5,25208,0.02%,5,0,1
Mayor of Avabruck,39,25208,0.15%,39,0,1
Maze Sentinel,1,25208,0.00%,1,0,1
Maze Skullbomb,3,25208,0.01%,3,0,2
Maze of Ith,791,25208,3.14%,791,0,12
Maze's End,138,25208,0.55%,138,0,4
Mazemind Tome,29,25208,0.12%,29,0,8
"Mazirek, Kraul Death Priest",25,25208,0.10%,25,0,2
Meadowboon,1,25208,0.00%,1,0,1
Meandering River,16,25208,0.06%,16,0,2
Meat Locker // Drowned Diner,3,25208,0.01%,3,0,1
Meathook Massacre II,17,25208,0.07%,17,0,4
Mech Hangar,1,25208,0.00%,1,0,1
"Mechagodzilla, Battle Fortress",3,25208,0.01%,3,0,2
"Mechagodzilla, the Weapon",1,25208,0.00%,1,0,1
Mechanized Production,30,25208,0.12%,30,0,4
Mechanized Warfare,70,25208,0.28%,70,0,1
Mechtitan Core,1,25208,0.00%,1,0,1
Meddle,1,25208,0.00%,1,0,1
Meddling Mage,4,25208,0.02%,4,0,1
Meddling Youths,2,25208,0.01%,2,0,1
Meditate,14,25208,0.06%,14,0,3
Meditation Puzzle,4,25208,0.02%,4,0,3
Medomai the Ageless,1,25208,0.00%,1,0,1
Medomai's Prophecy,1,25208,0.00%,1,0,1
"Meduseld, Golden Hall of Edoras",95,25208,0.38%,95,0,4
Meekstone,14,25208,0.06%,14,0,6
Meeting of Minds,38,25208,0.15%,38,0,4
Megaflora Jungle,1,25208,0.00%,1,0,1
Megantic Sliver,2,25208,0.01%,2,0,1
Megaton's Fate,3,25208,0.01%,3,0,1
Megatron,7,25208,0.03%,7,0,5
"Megatron,Tyrant",1,25208,0.00%,1,0,1
Megrim,5,25208,0.02%,5,0,1
"Meishin, the Mind Cage",3,25208,0.01%,3,0,2
Meldweb Curator,2,25208,0.01%,2,0,2
Melee,3,25208,0.01%,3,0,0
Meletis Charlatan,7,25208,0.03%,7,0,2
"Melira, Sylvok Outcast",53,25208,0.21%,53,0,5
"Melira, the Living Cure",56,25208,0.22%,56,0,2
Meloku the Clouded Mirror,985,25208,3.91%,985,0,4
Melt Terrain,1,25208,0.00%,1,0,1
Meltdown,24,25208,0.10%,24,0,3
Memnarch,8,25208,0.03%,8,0,3
Memnite,5,25208,0.02%,5,0,2
Memorial to Folly,76,25208,0.30%,76,0,5
Memorial to Genius,47,25208,0.19%,47,0,5
Memorial to Glory,9,25208,0.04%,9,0,4
Memorial to Unity,32,25208,0.13%,32,0,5
Memorial to War,48,25208,0.19%,48,0,3
Memories of Nibelheim,4,25208,0.02%,4,0,2
Memory Crystal,2,25208,0.01%,2,0,2
Memory Deluge,105,25208,0.42%,105,0,5
Memory Drain,11,25208,0.04%,11,0,3
Memory Erosion,602,25208,2.39%,602,0,4
Memory Jar,42,25208,0.17%,42,0,7
Memory Lapse,234,25208,0.93%,234,0,5
Memory Leak,2,25208,0.01%,2,0,1
Memory Plunder,1988,25208,7.89%,1988,0,2
Memory Sluice,10,25208,0.04%,10,0,1
Memory Theft,1,25208,0.00%,1,0,1
Memory Vampire,3,25208,0.01%,3,0,1
Memory Vessel,1,25208,0.00%,1,0,1
Memory's Journey,13,25208,0.05%,13,0,3
Menacing Ogre,1,25208,0.00%,1,0,1
Menagerie Curator,2,25208,0.01%,2,0,0
"Mendicant Core,Guidelight",3,25208,0.01%,3,0,2
Mending Touch,5,25208,0.02%,5,0,2
"Meneldor, Swift Savior",107,25208,0.42%,107,0,2
Mental Journey,31,25208,0.12%,31,0,2
Mental Misstep,560,25208,2.22%,560,0,5
Mental Note,10,25208,0.04%,10,0,2
Mentor of the Meek,743,25208,2.95%,743,0,5
Mentor's Guidance,4,25208,0.02%,4,0,1
Mephit's Enthusiasm,3,25208,0.01%,3,0,0
Mephitic Draught,1,25208,0.00%,1,0,1
Mer-Ek Nightblade,35,25208,0.14%,35,0,2
Mercadia's Downfall,17,25208,0.07%,17,0,3
Mercadian Atlas,1,25208,0.00%,1,0,1
Mercadian Bazaar,9,25208,0.04%,9,0,2
Merchant Raiders,2,25208,0.01%,2,0,1
Merchant Scroll,278,25208,1.10%,278,0,5
Merchant Ship,2,25208,0.01%,2,0,1
Merchant of Secrets,1,25208,0.00%,1,0,1
Merchant of Truth,4,25208,0.02%,4,0,2
Merchant of the Vale //Haggle,3,25208,0.01%,3,0,2
Merchant's Dockhand,1,25208,0.00%,1,0,1
Merciless Eviction,110,25208,0.44%,110,0,2
Merciless Executioner,48,25208,0.19%,48,0,3
Merciless Harlequin,1,25208,0.00%,1,0,1
Merciless Repurposing,2,25208,0.01%,2,0,1
Merciless Resolve,4,25208,0.02%,4,0,2
Mercurial Pretender,5,25208,0.02%,5,0,2
Mercurial Spelldancer,49,25208,0.19%,49,0,4
Mercurial Transformation,5,25208,0.02%,5,0,2
Mercy Killing,21,25208,0.08%,21,0,2
Meren of Clan Nel Toth,133,25208,0.53%,133,0,2
Merfolk Assassin,1,25208,0.00%,1,0,1
Merfolk Branchwalker,3,25208,0.01%,3,0,2
Merfolk Cave-Diver,1,25208,0.00%,1,0,1
Merfolk Looter,19,25208,0.08%,19,0,3
Merfolk Mistbinder,5,25208,0.02%,5,0,1
Merfolk Pupil,3,25208,0.01%,3,0,2
Merfolk Raiders,4,25208,0.02%,4,0,1
Merfolk Seastalkers,4,25208,0.02%,4,0,1
Merfolk Secretkeeper // Venture Deeper,11,25208,0.04%,11,0,3
Merfolk Seer,1,25208,0.00%,1,0,1
Merfolk Skydiver,13,25208,0.05%,13,0,2
Merfolk Skyscout,2,25208,0.01%,2,0,2
Merfolk Sovereign,20,25208,0.08%,20,0,2
Merfolk Spy,16,25208,0.06%,16,0,1
Merfolk Thaumaturgist,1,25208,0.00%,1,0,1
Merfolk Traders,2,25208,0.01%,2,0,2
Merfolk Trickster,14,25208,0.06%,14,0,3
Merfolk Wayfinder,9,25208,0.04%,9,0,1
Merfolk Windrobber,15,25208,0.06%,15,0,2
Meria's Outrider,2,25208,0.01%,2,0,1
Meriadoc Brandybuck,6,25208,0.02%,6,0,2
Merrow Bonegnawer,1,25208,0.00%,1,0,1
Merrow Commerce,11,25208,0.04%,11,0,2
Merrow Harbinger,17,25208,0.07%,17,0,2
Merrow Levitator,1,25208,0.00%,1,0,1
Merrow Reejerey,24,25208,0.10%,24,0,3
Merrow Witsniper,2,25208,0.01%,2,0,1
"Merry, Esquire of Rohan",236,25208,0.94%,236,0,2
"Merry, Warden of Isengard",7,25208,0.03%,7,0,1
Merry-Go-Round,4,25208,0.02%,4,0,3
Merseine,4,25208,0.02%,4,0,1
Mesa Cavalier,6,25208,0.02%,6,0,2
Mesa Enchantress,14,25208,0.06%,14,0,5
Mesa Pegasus,9,25208,0.04%,9,0,2
Mesa Unicorn,41,25208,0.16%,41,0,2
Mesmeric Fiend,29,25208,0.12%,29,0,2
Mesmeric Orb,517,25208,2.05%,517,0,6
Mesmeric Sliver,3,25208,0.01%,3,0,1
Mesmerizing Benthid,8,25208,0.03%,8,0,2
Mesmerizing Dose,7,25208,0.03%,7,0,4
Messenger Drake,1,25208,0.00%,1,0,1
Messenger Jays,3,25208,0.01%,3,0,1
Messenger's Speed,11,25208,0.04%,11,0,3
